age,annual_income_inr,debt_to_income,credit_utilization,late_payments_12m,accounts_open,loan_amount_inr,employment_length_years,has_mortgage,is_self_employed,region,payment_history_score,default
55,853203,0.815,0.214,0,7,782897,0,0,1,South,0.624,0
47,707679,0.65,0.34,2,11,228056,20,0,0,West,0.708,0
35,641683,0.779,0.768,0,2,555802,29,1,0,East,0.601,0
46,400760,0.615,0.508,1,2,200165,20,0,0,Central,0.604,0
65,816795,0.134,0.291,2,4,86852,24,1,1,South,0.999,0
40,120000,0.526,0.424,0,7,144129,3,1,1,West,0.516,0
23,695711,0.218,0.57,1,10,445053,28,0,1,West,1.0,1
36,1242580,0.205,0.573,1,9,10000,22,0,0,Central,0.496,0
66,222906,0.44,0.413,1,1,640926,16,0,1,South,0.575,0
58,539657,0.311,0.858,2,5,395435,12,1,0,Central,0.51,0
62,598022,0.198,0.47,2,9,225234,6,1,0,East,0.641,0
65,484354,0.079,0.478,0,9,141297,26,1,1,West,0.191,0
26,859093,0.257,0.781,1,5,195666,15,1,0,North,0.847,0
34,718112,0.538,0.105,1,5,530128,28,1,1,South,0.576,0
23,638075,0.043,0.282,0,4,10000,22,1,0,Central,0.747,0
21,799318,0.126,0.619,0,4,288974,25,0,0,West,0.959,0
61,604187,0.269,0.648,1,6,525805,17,0,0,West,0.622,0
66,1394966,0.454,0.206,1,6,10000,14,0,0,South,0.758,0
28,637836,0.368,0.4,3,3,174341,14,0,0,South,0.562,0
56,648820,0.181,0.232,2,1,10000,1,1,1,East,0.824,0
47,172382,0.151,0.895,1,10,42235,16,0,0,South,0.752,0
24,464137,0.28,0.17,2,9,343306,12,1,0,North,0.511,0
65,886844,0.545,0.571,1,1,429843,6,0,0,North,0.903,0
63,266135,0.404,0.758,1,7,218022,20,1,1,South,0.684,1
48,120000,0.553,0.631,0,8,10000,11,1,0,South,0.674,0
55,608078,0.652,0.872,2,7,126851,2,0,0,North,0.803,0
40,942686,0.682,0.556,0,9,379386,13,0,1,South,0.854,0
59,610595,0.296,0.829,2,7,292874,7,0,1,East,0.545,0
42,515968,0.339,0.641,0,3,63945,22,1,1,South,0.839,1
69,135378,0.449,0.711,0,5,202415,8,1,0,East,0.706,0
24,713063,0.24,0.569,0,9,455967,15,1,0,North,0.663,0
29,765318,0.615,0.638,0,11,340175,26,1,0,West,0.603,0
68,154566,0.625,0.446,0,5,90921,13,1,0,South,0.734,0
35,883633,0.596,0.782,2,5,351072,22,1,0,South,0.488,0
36,791423,0.329,0.383,0,11,187614,28,1,0,West,0.575,0
59,883078,0.733,0.174,1,3,170808,1,1,0,West,0.448,0
30,745881,0.387,0.839,0,5,326406,6,1,1,West,0.825,0
46,763420,0.082,0.582,0,10,80377,18,1,1,West,0.725,0
35,730180,0.542,0.409,1,4,211932,24,0,0,Central,0.735,0
30,817118,0.584,0.317,2,8,509400,3,0,1,North,0.63,0
68,145310,0.13,0.418,2,10,793921,0,1,1,Central,0.671,1
30,224735,0.124,0.634,0,11,10000,18,1,1,Central,0.671,0
25,415998,0.215,0.707,0,8,124405,11,1,0,North,0.751,0
54,567544,0.378,0.837,1,2,526054,1,1,1,South,0.47,1
63,697034,0.275,0.301,4,9,48891,5,1,1,East,0.714,0
27,681170,0.252,0.648,2,10,274437,25,1,0,West,0.768,0
55,879276,0.358,0.139,0,5,659421,14,0,0,East,0.774,0
47,887123,0.124,0.474,0,9,154415,11,1,0,East,1.0,0
61,381903,0.156,0.577,0,6,249734,14,0,1,North,0.74,0
27,659644,0.062,0.347,2,11,42471,19,1,1,West,0.831,0
68,388042,0.463,0.996,2,11,437257,11,0,0,South,0.843,0
51,552938,0.221,0.126,3,7,10000,7,0,1,North,0.589,0
62,680447,0.614,0.325,0,6,161740,1,0,0,Central,0.819,0
38,120000,0.577,0.599,0,8,40478,29,1,0,South,0.412,0
67,1202811,0.491,0.667,2,9,235744,6,0,0,East,0.578,1
51,741602,0.471,0.121,1,2,671119,26,0,1,West,0.804,0
27,451074,0.184,0.498,0,11,377209,7,1,1,East,0.532,0
66,1081842,0.449,0.674,2,8,347736,22,1,1,South,0.863,0
59,513142,0.448,0.639,0,8,359124,13,0,1,Central,0.857,0
35,633129,0.234,0.378,1,2,295395,7,0,0,North,0.766,0
47,478221,0.223,0.72,1,8,556780,12,0,0,West,0.745,0
40,1012997,0.788,0.932,1,3,454753,20,0,0,South,0.666,0
47,573753,0.473,0.731,1,2,39763,6,0,1,North,0.729,0
68,637371,0.216,0.4,0,10,494966,26,1,1,South,0.855,0
65,900945,0.298,0.978,0,3,347053,18,1,0,North,0.875,0
31,746284,0.119,0.214,0,4,390981,7,1,0,South,0.717,1
68,586412,0.091,0.742,4,9,10000,14,0,0,West,0.501,0
42,877597,0.352,0.199,0,5,300151,21,1,0,South,0.658,0
55,1234620,0.111,0.197,0,11,272211,6,1,0,East,0.74,0
58,679352,0.247,0.484,0,6,161402,23,0,0,North,0.821,0
44,629190,0.239,0.396,0,5,514627,2,0,1,South,0.766,0
43,642656,0.268,0.354,0,8,10000,22,0,1,South,0.895,0
43,927607,0.09,0.697,0,9,905401,3,1,1,Central,0.599,0
63,450200,0.248,0.404,0,7,76458,23,0,1,South,0.6,0
39,530420,0.602,0.762,0,1,394029,2,0,1,East,0.851,0
34,215639,0.445,0.669,0,3,342870,23,0,1,South,0.564,1
38,304033,0.296,0.11,1,2,533658,1,1,0,North,0.546,0
30,470549,0.299,0.274,0,7,634240,15,1,1,East,0.71,0
40,586015,0.056,0.546,2,1,212968,2,0,1,South,0.814,0
26,1042270,0.312,0.763,1,10,335165,4,1,0,West,0.734,0
25,733998,0.258,0.654,1,2,214568,10,0,0,Central,0.308,0
56,371980,0.175,0.34,1,7,106625,27,0,1,East,0.68,0
24,418004,0.264,0.45,0,1,306823,15,0,1,South,0.589,0
48,943687,0.464,0.32,1,10,294570,6,1,1,East,0.88,0
59,881652,0.419,0.872,0,1,302228,14,1,0,West,0.47,0
56,607037,0.106,0.298,1,8,224339,1,1,0,East,0.786,0
42,489368,0.305,0.475,0,8,368057,27,0,1,North,0.703,1
30,881233,0.478,0.375,0,6,456360,24,1,0,North,0.74,0
66,351668,0.733,0.322,3,5,58810,27,0,0,North,0.82,0
61,698007,0.235,0.472,1,11,423378,5,1,1,East,0.669,0
50,1168164,0.393,0.42,1,6,612299,5,1,0,North,0.715,0
25,651338,0.102,0.342,0,2,44856,3,1,0,South,0.961,0
22,406097,0.402,0.211,0,4,330946,26,1,1,East,0.851,0
36,702592,0.526,0.261,0,7,390889,17,0,0,East,0.84,0
28,482497,0.521,0.637,0,5,456668,16,1,1,West,0.835,0
63,251471,0.493,0.542,1,5,479302,16,0,0,South,0.985,0
31,775259,0.308,0.237,0,2,540876,22,0,0,West,0.787,0
34,879458,0.301,0.549,0,3,327188,27,1,1,North,0.719,0
68,522273,0.364,0.547,1,8,100537,23,1,1,East,0.796,0
61,505691,0.52,0.319,0,10,228406,7,1,0,South,0.617,0
31,359608,0.419,0.373,1,2,588670,12,1,1,Central,0.827,0
39,562516,0.716,0.264,1,3,124065,29,0,1,West,0.854,0
46,459407,0.573,0.563,3,10,403774,12,1,1,East,0.651,0
53,347241,0.441,0.186,0,5,469029,23,1,1,Central,0.681,0
66,1073042,0.568,0.774,1,4,422421,22,0,1,South,0.753,0
63,716623,0.13,0.246,0,6,485883,29,1,1,West,0.606,0
68,743098,0.53,0.347,2,3,293651,24,0,0,West,0.545,0
22,820849,0.374,0.46,0,10,279716,18,0,0,Central,0.665,0
32,792759,0.64,0.418,0,3,663188,13,0,1,South,0.712,0
48,496722,0.292,0.288,0,7,694489,0,0,0,East,0.8,0
23,668138,0.259,0.683,0,2,589283,7,1,0,North,0.784,0
38,532742,0.628,0.16,0,10,409841,13,1,0,East,0.694,1
28,709615,0.13,0.497,0,3,184798,20,1,0,South,0.787,0
66,685422,0.258,0.438,0,9,327319,28,0,0,North,0.622,0
24,504334,0.543,0.477,0,11,274142,23,1,1,Central,0.474,1
28,267675,0.311,0.519,2,7,520151,5,1,1,Central,0.67,1
30,636559,0.347,0.172,1,1,378081,22,1,1,Central,0.738,0
28,548932,0.702,0.302,1,5,416754,27,1,1,North,0.613,1
48,127406,0.401,0.443,0,6,293340,11,1,1,North,0.481,0
38,726915,0.382,0.466,1,2,10000,7,0,1,West,0.571,0
65,841335,0.266,0.79,1,4,562476,5,1,0,South,0.52,0
33,1232089,0.029,0.611,0,7,287112,3,0,0,East,0.496,1
47,502200,0.03,0.462,1,9,493623,15,0,0,East,0.709,1
53,465322,0.508,0.606,3,3,232358,28,0,0,East,0.879,0
51,322644,0.172,0.905,1,7,624441,8,0,1,South,0.707,1
60,652160,0.07,0.509,0,8,193025,1,1,0,North,0.877,0
30,650579,0.28,0.252,1,1,285788,9,1,1,South,0.309,0
45,397175,0.494,0.921,1,5,303192,1,1,1,Central,0.73,0
60,556267,0.275,0.311,2,1,10000,20,1,1,South,0.785,0
63,120000,0.275,0.057,1,10,382088,2,0,0,South,0.586,1
51,831594,0.788,0.738,0,8,465483,9,0,0,North,0.568,0
52,407330,0.15,0.536,0,7,383944,22,0,0,South,0.647,0
63,591335,0.091,0.679,0,8,763490,24,0,1,South,0.834,0
51,243326,0.424,0.362,0,11,121783,0,1,0,East,0.524,0
67,454411,0.123,0.331,2,8,10000,11,0,1,East,0.577,0
27,530102,0.067,0.444,0,3,61754,9,0,1,North,0.504,1
38,597177,0.479,0.501,0,8,316822,5,0,1,West,0.791,1
26,719933,0.292,0.481,1,9,539778,7,0,1,North,0.595,0
25,959768,0.51,0.265,0,10,334905,13,1,1,East,0.685,0
44,783177,0.236,0.929,1,6,201350,23,0,0,North,0.772,0
32,840541,0.099,0.203,0,5,599422,10,0,1,South,0.626,0
40,961526,0.137,0.509,1,5,276860,9,1,1,North,0.48,0
42,742426,0.584,0.486,1,4,25246,9,1,0,East,0.776,0
51,590823,0.376,0.303,0,3,499746,26,1,0,West,0.787,0
67,852277,0.399,0.285,3,10,429019,5,1,1,East,0.941,0
62,868252,0.301,0.293,2,11,347518,22,0,1,Central,0.747,0
39,762141,0.149,0.593,3,4,624311,7,1,1,North,0.711,0
36,236343,0.339,0.256,0,7,279133,23,0,0,South,0.742,0
58,389634,0.825,0.203,0,11,355978,22,0,0,South,0.673,0
27,531286,0.193,0.532,2,5,104858,7,1,1,South,0.695,0
47,794905,0.689,0.818,0,8,159232,22,0,1,South,0.61,0
41,594663,0.495,0.161,1,9,205227,5,0,1,East,0.74,0
29,884217,0.661,0.643,0,8,438616,12,0,1,North,0.743,1
51,928809,0.77,0.586,1,6,164778,10,1,1,South,0.675,0
36,899792,0.179,0.468,2,10,280687,8,0,0,North,0.559,1
30,901385,0.101,0.655,1,4,255417,17,1,0,South,0.478,0
53,340751,0.5,0.613,2,9,289466,18,0,1,East,0.62,0
29,720658,0.468,0.303,2,3,147134,26,0,1,East,0.604,0
53,448117,0.138,0.319,1,1,258592,19,1,0,South,0.641,0
28,187733,0.57,0.759,0,10,69486,10,0,0,Central,0.631,0
42,528132,0.439,0.39,1,6,292062,16,0,0,East,0.957,0
60,931184,0.359,0.42,0,8,294362,14,0,0,South,0.642,0
32,715185,0.11,0.767,2,5,314515,22,0,0,North,0.5,0
58,1104452,0.637,0.888,1,6,411886,19,1,0,South,0.703,0
56,644307,0.812,0.109,1,5,661839,12,0,0,South,0.643,0
65,1211950,0.332,0.138,0,7,10000,15,0,1,South,0.979,0
29,644380,0.368,0.598,0,4,225809,19,0,0,South,0.745,0
56,605620,0.283,0.616,1,3,117382,14,1,1,Central,0.835,0
66,280152,0.472,0.844,2,3,362334,15,0,1,Central,0.704,0
58,877640,0.044,0.524,0,7,441588,10,1,0,East,0.729,0
30,474468,0.299,0.59,0,6,57343,9,0,1,West,0.62,0
61,438238,0.537,0.155,1,11,363630,23,1,1,South,0.692,0
26,920307,0.218,0.283,0,9,473077,3,1,1,West,0.565,0
49,889555,0.622,0.807,1,3,384999,9,0,1,West,0.634,0
45,883012,0.772,0.414,0,3,232466,5,1,0,West,0.747,0
47,509452,0.605,0.437,0,3,435195,6,0,0,East,0.758,0
46,587256,0.331,0.757,0,4,248995,14,0,1,West,0.733,0
22,585036,0.481,0.711,0,9,481100,5,0,1,North,0.608,0
45,795629,0.231,0.438,0,8,370518,5,1,0,South,1.0,0
66,988391,0.918,0.395,2,4,262337,27,1,1,West,0.686,0
42,692036,0.118,0.65,1,8,48416,28,1,1,South,0.736,0
34,1093722,0.807,0.632,1,3,303433,13,0,0,North,0.889,0
69,824298,0.597,0.389,0,1,85672,10,1,0,West,0.56,0
25,541300,0.154,0.69,0,5,82593,17,1,1,East,0.673,0
44,807177,0.539,0.317,2,1,230393,4,1,0,East,0.975,0
46,1026485,0.371,0.606,1,9,284787,8,1,1,South,0.769,0
44,1099572,0.284,0.413,1,6,61118,27,1,0,North,0.819,0
66,896722,0.277,0.194,0,7,266951,1,0,0,West,0.644,0
41,606418,0.288,0.761,0,10,252453,25,0,1,South,0.638,0
68,545826,0.38,0.42,0,8,180034,26,1,1,East,0.538,1
24,744017,0.743,0.809,1,3,248662,7,1,1,South,1.0,0
56,1018493,0.059,0.103,2,5,428926,15,0,1,South,0.633,0
50,708442,0.123,0.49,1,11,222465,20,1,0,South,0.498,0
32,713632,0.096,0.59,0,6,416290,5,0,0,West,0.876,0
32,612849,0.602,0.485,2,11,284057,21,1,0,South,0.6,0
56,518027,0.376,0.592,0,7,503694,27,0,0,North,0.806,0
52,559466,0.155,0.505,1,7,462342,14,1,1,South,0.801,0
50,633856,0.31,0.313,0,7,257503,25,1,0,East,0.856,0
23,1029524,0.438,0.5,0,11,163841,17,0,1,East,0.491,0
50,540071,0.15,0.66,1,7,397004,0,1,1,South,0.756,1
69,613153,0.368,0.795,0,5,195082,25,0,0,South,0.537,0
21,383655,0.419,0.645,0,5,10000,14,0,1,North,0.709,0
43,779157,0.036,0.352,0,6,447105,14,1,1,South,0.829,0
45,941669,0.508,0.59,0,3,177557,7,1,0,South,0.443,0
64,1006124,0.652,0.834,1,8,10000,13,1,1,North,0.634,1
34,650841,0.466,0.35,0,5,284716,14,0,0,Central,0.558,0
44,743588,0.233,0.676,1,1,487209,22,1,0,North,0.724,0
56,561612,0.336,0.418,1,5,182060,17,1,0,East,0.532,0
23,732004,0.191,0.467,1,9,230394,28,1,0,South,0.802,0
60,678491,0.446,0.56,1,9,399730,7,1,0,East,0.663,0
61,614566,0.604,0.285,0,11,208995,27,0,1,East,0.692,0
56,634438,0.21,0.965,0,11,279228,21,0,0,East,0.734,0
52,712980,0.377,0.66,0,7,479009,18,0,1,South,0.281,1
57,526461,0.319,0.557,0,7,435497,19,0,0,South,0.54,1
59,539375,0.443,0.472,0,3,345248,16,0,1,North,0.919,0
65,1026840,0.52,0.758,0,11,10000,2,1,1,South,0.515,0
41,1277636,0.333,0.416,1,2,416816,18,1,0,South,0.542,0
43,298908,0.151,0.517,1,11,220966,7,1,0,Central,0.646,1
52,285132,0.221,0.43,0,3,397925,1,1,1,North,0.817,0
30,360711,0.34,0.151,0,10,10000,11,0,0,East,0.492,0
62,574177,0.475,0.534,1,3,487543,26,0,1,Central,0.66,0
58,823945,0.693,0.545,1,9,131906,2,0,1,Central,0.883,0
51,747813,0.791,0.61,1,10,386207,1,0,0,East,0.748,1
35,643007,0.113,0.441,0,8,486646,10,1,1,South,0.551,0
38,732233,0.588,0.112,1,2,378149,2,1,1,West,0.855,0
42,426978,0.339,0.254,0,11,377232,1,1,1,Central,0.65,0
53,538969,0.872,0.599,0,11,317649,1,1,1,East,0.769,0
59,594976,0.288,0.443,2,8,56046,23,1,1,South,0.583,0
53,203945,0.49,0.568,0,9,565087,21,0,0,North,0.848,1
66,309672,0.496,0.725,1,5,519098,6,1,1,East,0.651,0
68,319608,0.349,0.658,0,9,223478,8,1,1,North,0.734,0
55,791027,0.531,0.168,3,11,10000,22,1,1,South,0.426,0
39,661338,0.053,0.881,0,7,501339,12,0,1,East,0.925,0
50,752765,0.202,0.397,0,4,10000,10,0,1,South,0.896,0
41,140086,0.276,0.944,1,1,406426,7,0,0,South,0.523,0
51,229108,0.231,0.242,0,8,154279,14,0,1,East,0.93,0
60,765803,0.168,0.418,2,8,396049,27,1,0,North,0.499,0
39,120000,0.144,0.579,3,9,98536,6,1,0,Central,0.51,0
45,906157,0.582,0.495,0,5,301112,29,1,1,Central,0.669,0
23,144170,0.409,0.679,1,9,10000,6,1,1,Central,0.728,0
57,810836,0.066,0.842,0,2,303050,13,0,1,North,0.833,0
45,377853,0.345,0.745,3,9,299116,15,1,0,North,0.687,0
43,862225,0.237,0.151,2,10,443598,24,0,1,North,0.541,0
47,1402040,0.409,0.069,2,4,204331,22,0,0,Central,0.861,0
31,120000,0.869,0.205,2,4,356593,7,0,1,West,0.674,1
50,773844,0.15,0.644,0,10,220688,22,1,0,North,0.796,0
57,147959,0.2,0.627,1,7,390712,19,1,0,North,0.843,0
38,706692,0.208,0.233,1,6,378222,1,0,0,South,0.617,0
27,548306,0.221,0.175,3,2,475929,3,0,1,South,0.663,0
39,632445,0.085,0.615,0,9,65460,11,0,0,North,0.798,0
30,372078,0.388,0.348,1,2,281713,25,0,1,North,0.845,0
39,795135,0.205,0.496,1,5,356758,24,1,0,East,0.609,0
51,237910,0.31,0.575,0,5,663867,12,1,1,East,0.696,1
26,910409,0.22,0.832,1,8,696536,10,0,1,South,0.492,0
57,497687,0.86,0.101,0,1,28115,21,1,1,South,0.64,0
32,249327,0.416,0.164,0,1,177027,1,1,0,South,0.923,0
64,998734,0.411,0.638,1,7,10000,19,0,0,East,0.426,0
56,583164,0.508,0.058,2,4,739247,19,1,0,South,0.973,0
34,1076908,0.382,0.517,1,1,363516,23,1,0,North,0.977,0
48,905339,0.907,0.616,2,9,416125,29,0,0,Central,0.521,0
26,400463,0.411,0.855,0,6,236765,11,1,1,North,0.543,0
25,578752,0.21,0.268,2,7,299230,28,1,0,West,0.703,0
67,630259,0.263,0.754,0,4,525860,18,1,1,East,0.639,0
60,981575,0.633,0.616,0,3,90758,10,1,0,South,0.859,0
28,709379,0.163,0.331,0,4,74188,18,1,1,South,0.817,0
34,644073,0.036,0.464,0,10,251862,4,1,1,East,0.689,0
30,550030,0.202,0.899,1,9,301989,5,0,0,South,0.503,0
40,587360,0.62,0.555,2,10,411083,9,0,1,North,0.661,0
35,926148,0.485,0.555,1,6,303938,5,0,0,West,1.0,0
37,600926,0.498,0.624,2,10,131024,24,1,0,East,0.736,0
46,501250,0.103,0.33,0,3,223855,21,0,1,West,0.918,0
30,458873,0.092,0.477,1,8,335394,24,0,0,South,0.759,0
64,461558,0.163,0.517,2,5,432119,6,0,0,South,0.963,0
56,249476,0.451,0.358,3,3,499879,1,0,0,South,0.693,1
58,412406,0.449,0.276,0,5,245080,18,1,0,North,0.885,0
29,974605,0.067,0.474,2,8,158506,12,0,0,West,0.849,0
55,548350,0.408,0.417,0,6,120375,28,0,0,South,0.716,0
61,776102,0.569,0.586,0,10,533358,6,0,1,South,0.717,0
29,120000,0.84,0.606,1,8,212744,8,1,0,South,0.483,0
57,742077,0.278,0.517,0,7,147263,10,0,0,Central,0.646,0
38,559661,0.125,0.619,1,4,333434,26,1,0,South,1.0,0
59,479639,0.253,0.56,1,9,622864,29,0,0,Central,0.973,0
44,645239,0.33,0.381,1,4,115134,15,0,0,Central,0.691,0
60,476043,0.829,0.262,0,2,418252,7,0,0,South,0.576,0
28,120000,0.133,0.719,1,9,209005,17,0,1,East,0.889,1
40,830561,0.672,0.633,1,8,322218,1,0,1,East,0.748,1
34,660754,0.297,0.594,1,2,462230,8,1,1,South,0.776,0
33,521514,0.417,0.335,0,11,543198,12,1,0,Central,0.659,0
36,358453,0.318,0.729,0,8,194079,27,0,1,East,0.929,0
39,232535,1.095,0.554,1,6,450079,2,1,1,West,0.743,0
27,655973,0.33,0.565,3,11,347491,21,0,0,East,0.798,0
55,1003360,0.08,0.145,0,9,380556,7,0,0,South,0.546,0
47,650791,0.398,0.34,0,9,547129,21,0,1,East,0.587,0
61,254309,0.309,0.51,0,7,157881,12,1,1,West,0.532,0
55,656279,0.233,0.772,1,3,454972,25,1,0,West,0.771,0
28,586664,0.216,0.629,2,1,331373,3,0,0,South,0.716,1
24,816010,0.448,0.509,0,1,536767,3,1,0,East,0.503,0
41,751683,0.707,0.317,4,3,382014,18,0,1,East,0.75,0
44,120000,0.165,0.253,3,4,269778,3,0,1,South,0.721,0
32,736310,0.188,0.918,0,4,474246,27,1,1,South,0.421,0
59,349130,0.484,0.289,3,1,186434,2,1,1,South,0.593,1
49,244567,0.529,0.542,0,4,219921,9,0,1,Central,0.738,0
57,552881,0.611,0.524,0,7,149769,26,0,0,East,0.546,0
26,702742,0.175,0.61,3,6,174643,14,1,1,North,0.661,0
60,189816,0.454,0.05,0,6,10000,27,0,0,North,0.588,0
31,776144,0.42,0.728,1,10,197861,22,0,0,North,0.463,1
42,790834,0.324,0.277,0,7,285299,12,1,0,West,0.382,0
42,611744,0.627,0.816,1,7,452068,26,1,0,North,0.523,0
61,383094,0.37,0.436,0,9,115817,19,1,0,South,0.998,0
34,355155,0.125,0.724,1,10,199906,19,1,0,East,0.514,1
32,856483,0.713,0.77,2,3,264738,25,1,0,West,0.674,0
37,222194,0.105,0.31,0,10,453096,4,0,1,South,0.69,0
38,866117,0.331,0.342,1,5,335991,10,1,1,South,0.991,0
29,558700,0.621,0.891,1,10,374897,12,1,1,North,0.389,0
29,576041,0.28,0.689,0,6,476427,7,1,0,North,0.591,1
32,172978,0.148,0.583,0,8,400577,9,0,0,North,0.743,0
43,563320,0.268,0.275,0,9,179441,29,1,1,East,0.68,0
37,753396,0.599,0.596,0,5,642081,0,0,0,North,0.634,0
40,265897,0.161,0.774,2,6,10000,5,0,0,East,0.781,0
56,724658,0.48,0.616,0,4,479661,16,0,0,West,0.38,0
32,622253,0.502,0.707,0,3,388004,15,1,0,East,0.653,0
65,439061,0.264,0.616,1,11,548844,26,0,1,Central,0.611,1
57,813668,0.308,0.891,1,10,253367,17,1,0,South,0.829,1
29,120000,0.665,0.487,1,1,200740,29,0,1,South,0.378,0
36,686670,0.713,0.351,0,1,79601,11,1,1,North,0.662,0
29,1004858,0.413,0.476,0,9,87303,29,0,1,East,0.669,0
34,959985,0.573,0.629,1,8,266598,14,0,1,West,0.629,1
38,697451,0.298,0.28,0,9,131580,3,1,0,South,0.605,0
27,524579,0.021,0.173,0,4,157712,24,1,0,East,0.672,0
21,441049,0.169,0.376,0,7,87951,6,0,1,South,0.857,0
42,524268,0.032,0.684,3,6,506783,21,0,0,Central,0.79,0
55,735951,0.311,0.795,0,1,155480,26,1,0,North,0.584,0
35,398189,0.035,0.425,2,11,380342,23,0,1,South,0.583,0
63,789355,0.109,0.791,1,11,274764,8,0,1,South,0.528,0
39,1133290,0.269,0.618,2,7,369403,8,1,1,South,0.842,0
65,584529,0.804,0.772,2,2,247535,3,0,1,South,0.601,0
32,263901,0.498,0.5,1,8,454977,7,0,1,South,0.506,0
47,263813,0.318,0.454,1,3,422708,17,0,0,South,0.703,0
58,794141,0.48,0.5,0,8,541878,7,0,1,North,0.73,0
23,585063,0.261,0.7,0,3,167827,25,1,1,North,0.646,1
66,819207,0.598,0.225,0,8,130645,16,0,0,West,0.704,0
38,466591,0.06,0.305,2,5,222234,17,0,1,East,0.662,1
45,807655,0.382,0.446,0,5,322691,4,0,1,West,0.763,0
51,560425,0.469,0.515,1,11,405390,26,0,1,South,0.728,0
52,416873,0.272,0.58,2,1,174652,28,0,1,Central,0.591,1
22,499750,0.318,0.559,0,11,339982,19,1,0,West,0.784,0
63,300736,0.41,0.47,0,10,263466,24,0,0,Central,0.559,0
51,1097339,0.074,0.796,1,11,246763,19,1,0,West,0.526,0
69,575904,0.785,0.23,2,7,298251,29,0,1,West,0.712,0
44,761128,0.122,0.598,1,1,600193,12,1,0,East,0.743,0
51,465782,0.611,0.563,3,11,458113,7,1,0,West,0.816,0
42,337018,0.459,0.261,2,8,509811,15,0,1,South,0.965,0
64,541529,0.081,0.661,1,9,372488,19,0,0,North,0.412,0
61,875298,0.117,0.382,1,3,652232,24,1,0,South,0.599,1
65,469817,0.14,0.519,1,9,477972,27,1,1,West,0.706,0
45,382367,0.2,0.735,0,2,14905,2,0,0,North,0.941,1
59,638866,0.214,0.59,1,8,445519,13,1,0,West,0.628,0
38,724755,0.717,0.792,0,8,367685,19,1,1,East,0.441,0
43,1010712,0.212,0.203,0,11,424436,14,0,1,West,0.523,0
58,688437,0.175,0.395,0,10,10000,2,1,0,East,0.657,0
24,760998,0.132,0.092,1,9,10000,1,1,0,West,0.746,0
55,779818,0.613,0.594,0,8,280989,21,1,1,Central,1.0,0
21,311746,0.096,0.769,0,5,10000,28,1,1,West,0.589,0
49,359166,0.639,0.575,0,7,440663,18,1,0,West,0.767,0
44,329025,0.721,0.564,0,4,329564,22,1,0,West,0.843,0
43,266963,0.229,0.742,0,9,689551,15,0,1,South,0.601,0
45,798864,0.555,0.516,0,5,374908,28,0,0,South,0.937,0
45,672512,0.313,0.455,2,10,438771,10,1,0,East,0.599,0
40,619874,0.123,0.509,0,2,415795,6,1,1,South,0.53,0
43,120000,0.381,0.485,3,2,315701,21,0,0,South,0.917,1
48,1113869,0.503,0.511,1,3,323524,23,0,0,North,0.679,0
58,376431,0.515,0.757,0,5,288717,25,1,0,South,0.517,0
48,1112953,0.318,0.782,1,2,10000,6,1,1,West,0.62,0
52,237689,0.049,0.544,2,6,524444,3,0,1,North,0.578,0
61,396899,0.058,0.538,0,1,526436,4,0,1,Central,0.602,0
69,120000,0.238,0.549,0,9,472761,27,1,0,North,0.712,0
26,690531,0.55,0.263,1,5,317753,27,0,0,South,0.633,0
55,324685,0.188,0.334,1,10,272986,18,1,1,Central,0.994,0
32,331749,0.359,0.696,0,9,73111,3,1,1,West,0.631,0
30,256871,0.256,0.864,1,10,49578,21,0,0,North,0.662,0
59,794338,0.172,0.096,1,1,181201,20,0,1,West,0.907,1
24,777865,0.253,0.639,0,6,340649,23,0,1,West,0.871,0
62,1053008,0.436,0.438,1,8,374693,12,0,1,South,0.798,0
58,428573,0.09,0.167,0,3,196993,1,0,1,West,0.625,0
69,654704,0.151,0.372,0,11,39273,27,0,0,South,0.901,0
53,277666,0.583,0.087,1,10,166686,13,1,0,North,0.627,0
63,516240,0.097,0.673,2,5,276143,15,0,1,South,0.525,0
26,470288,0.442,0.352,0,11,10000,25,1,1,South,0.595,0
64,716112,0.189,0.221,0,4,336591,19,0,1,South,0.805,0
28,854255,0.1,0.531,1,11,622419,9,1,0,West,0.645,1
36,847766,0.333,0.328,2,7,139345,22,0,1,South,0.715,0
27,389296,0.536,0.411,0,1,723856,15,0,0,West,0.538,0
40,849616,0.118,0.588,0,8,159086,10,0,1,East,0.808,0
57,588978,0.473,0.149,1,9,255416,14,1,1,East,0.574,0
34,518850,0.144,0.523,1,4,396647,28,1,1,West,0.552,0
61,422872,0.421,0.274,0,8,290738,27,1,1,West,0.653,0
50,460016,0.415,0.561,1,5,10000,2,0,1,South,0.489,0
51,1035578,0.297,0.363,2,11,350057,0,1,0,East,0.546,0
67,676852,0.407,0.149,0,11,315549,3,1,0,North,0.554,0
42,643652,0.06,0.132,1,7,247428,5,0,0,West,0.719,0
37,534438,0.072,0.545,4,6,314337,20,1,0,West,0.578,0
69,1211494,0.099,0.85,0,1,388449,20,1,1,Central,0.73,0
48,926252,0.255,0.294,1,11,122646,13,1,1,North,0.661,0
51,419734,0.657,0.254,0,8,407179,20,1,1,North,0.614,0
35,531596,0.357,0.596,0,6,178137,10,1,0,Central,0.87,0
31,546438,0.505,0.748,1,4,607066,7,0,0,South,0.438,0
29,636467,0.258,0.49,0,2,508029,22,1,0,East,0.777,0
